inner_id,text,annotator_20,annotator_21
649,"Schlechte politische Führung, Ukraine-Krieg, 3 Regierungsparteien unter einen Hut zu bringen klappt einfach nicht, allgemeine Weltwirtschaftslage, sonmst fällt mir  nichts mehjr ein - Die drei Regierungsparteien haben  nur eine geringe Schnittmenge. Sie bremsen sich, u nd somit die Entwicklung, gegenseitig aus. Die Investitionen in die Kriegsmaschinerie sind auch für den Anstieg verantwortlich - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
650,"Der hohe  Einwanderung , Erhöhte Preise der Lebensmittel  - Durch dem erhöhten Einwanderungs Zufluss trägt dazu bei das die finanziellen Dinge anders geregelt werden müssen und dadurch kommt es zu Erhöhung der Inflation  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
651,"Kriege, Produktionskosten - keine ahnung  - inflation.",Gründe der Inflation,Gründe der Inflation
652,"Globale Lieferkettenstörungen ,  Der russische Angriffskrieg auf die Ukraine löste eine Energiekrise aus. - Kriegsfolgen wie Nahrungsmittelknappheit und weitere Preissteigerungen verschärften die Situation zusätzlich. All diese Faktoren wirkten zusammen und führten zu einem sogenannten (perfekten Sturm) der Inflation. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
653,Krieg - Ich weiß nicht. - inflation.,Gründe der Inflation,Gründe der Inflation
654,Ukrainekrieg - Ich denke es liegt an der wirtschaftlichen Unsicherheit. Des Weiteren wurden bestimmte Importe reduziert. Außerdem sank die warenverfügbarkeit - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
655,Immigration von Flüchtlinge von der Ukraine - Weiß nicht - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
656,Krieg - Weiß ich nicht  - inflation.,Gründe der Inflation,Gründe der Inflation
657,"Ukrainekrieg - Es wird alles teurer.
Keiner kann sich mehr was leisten.
Geld verliert an Wert. - inflation.",Gründe der Inflation,Gründe der Inflation
658,"hohe steuern, corona - die haben den menschen angst gemacht während der pandemie so das die menschen bereit waren alles hin zu nehmen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
659,"Inflation, Weiß nicht - Der Krieg zwischen Russland und Ukraine.
Migration - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
660,"Strompreise, Steuergeldverschwendung - alle durch falsche Politik verursacht - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
661,"Schlechte politik, Krieg - Missmanagment und kriege haben dazu geführt - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
662,"Energie kosten , Krieg - Weil Deutschland kein russisches Gas mehr kauft  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
663,3 - 3 - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
664,"Unfähigkeit der Politik, Unkompetente Wirtschaftspolitiker, Energiekrise - Totalversagen in der Wirtschaftspolitik, Inkompetenz - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
665,"Energiepreise, Zinsen, Rohstoffknappheit - sioe hängen nicht direkt zusammen, sie könnten auch einzeln stehen bzw. eine höhere Inflation verursachen  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
666,"Schulden, Weltwirtschaft  - Weltwirtschaft und Schulden  - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
667,teuer - alles teuer geworden - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
668,"Energiepreise , COVID-19, Hohe nachfrage , Steigende kosten für rohstoffe und materiallen , Geldpolitische masnahmen  - Insgesamt entsteht ein komplexes Zusammenspiel, das die Inflationsrate weiter in die Höhe treibt. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
669,keine Ahnung - ich weiß es nicht - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
670,"Miete, Energie , Lebensmittel  - Lohnwachstum  - inflation.",Gründe der Inflation,Gründe der Inflation
671,"Höhere Rohstoffkosten, Verknappung der Güter - Durch die Verknappung der Güter und eine steigende Nachfrage erhöhen sich die Preise der Produkte. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
672,Krieg  - Ich denke es gibt einen Zusammenhang  - inflation.,Gründe der Inflation,Gründe der Inflation
673,"Steigende Rohstoffpreise, Angebotsmangel, Naturkatastrophen  - Durch die verschiedenen Missstände, steigen die Preise der Rohstoffe. Durch steigende Energiekosten steigen die Preise mehr. Durch Naturkatastrophen werden oft Unmengen an Lebensmitteln und anderen Rohstoffen zerstört - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
674,"1, 1, 1 - okay okay okay  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
675,"Krieg in Europa , Steigende Energie Preise - Seitdem Krieg in der Ukraine steigen die Preise. Durch das Handelsembargo gegen Russland müssen Gas und l teuer importiert werden. Dadurch steigen die Produktionskosten und das spürt letztendlich auch der Verbraucher. . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
676,"Krieg, Regierung, Klimawandel - Politiker wollen immer mehr Geld haben und scheinen sich nicht um Bürger zu kümmern,  zudem stellt Rente ein Problem dar. Durch Krieg ubd Klimawandel wied Nahrung knapp. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
677,"teuerung , lebensmittel - alles wird teurer, also am ende auch die lebensmittel - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
678,"Ukraine Krieg , K.a. - K.a. - inflation.",Gründe der Inflation,Gründe der Inflation
679,"Corona , Lieferkosten - Corona und der Krieg in der Ukraine hatt alles teurer werden lassen  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
680,"Die Coronaepidemie, Ukrainekrieg, Migranten - Aufgrund von Corona konnte nicht soviel produziert werden durch die Ausgangsspeere. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
681,"Ukraine Krieg  - Da wir einiges aus Russland bekommen und es nun nicht mehr so ist, stieg alles an - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
682,"Das Krieg, Corona Pandemie - Erstens Corona Pandemie und dann das Krieg - inflation.",Gründe der Inflation,Gründe der Inflation
683,"politische Veränderungen, steigende Verbraucherpreise, Rohstoffknappheit - Krieg in der Welt - inflation.",Gründe der Inflation,Gründe der Inflation
684,Erhöhung der Investitionsrate - Eng miteinander verbunde - inflation.,Gründe der Inflation,kausales Inflationsnarrativ
685,"Falsche Entscheidungen in der Energie Politik , Ukraine Krieg , Verteuerung der Energiekosten, Ahnungslosigkeit des Wirtschaftsministers - Durch die extreme Verteuerung der Energiekosten und die fatale Wirtschaftspolitik  musste es zu dieser Entwicklung kommen!
 - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
686,Krieg - Kriege und Krankheiten wirken sich weltweit auf die Inflation aus - inflation.,Gründe der Inflation,kausales Inflationsnarrativ
687,Krieg - Der Krieg in der Welt lässt die Preise steigen - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
688,vv cv -  xvxcbx xbvxbcbv  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
689,Es wurde alles teurer - Im Jahr 2022 gingen die Preissteigerungen bei der Energie weiter. Sie wurden zum einen von der weltweiten Konjunkturerholung nach dem wirtschaftlichen Einbruch durch Corona angeheizt. - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
690,"Staat , o Energie, Lebensmittel - Staatsbedingt - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
691,"Russland Ukraine Krieg, Corona - Die hingen gar nicht zusammen - inflation.",Gründe der Inflation,Gründe der Inflation
692,"Krieg in der Ukraine , Anstieg der Heizkosten  - Die Umstände führen zur Verknappung von Gütern und dem Anstieg der Preise  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
693,"Wirtschaftliche Fehlentscheidungen, Unfähige Politiker - Vielleicht sollte man Fachleute darüber entscheiden lassen egal, in welchem Bereich - inflation.",Gründe der Inflation,Gründe der Inflation
694,"Krieg in der Ukraine, Klimakrise, Politik - Zudem sind weniger Rohstoffe verfügbar, die Nachfrage ist jedoch sehr hoch. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
695,"Ukraine Krieg , Erzwungener Umstieg auf regenerative Energiequellen , Extrem höhere Energiepreise  - Ein erzwungener Umstieg auf erneuerbare Energien bewirkt unmittelbar einen (zumindest kurzzeitigen) Anstieg der Anschaffungskosten und somit der Herstellungskosten. Fadenscheinige Bundesförderungen gehen leider auch selten zu Gunsten von den Endnutzern.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
696,"Idk, 1 - Keine - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
697,Krieg  - Krieg zwischen Ukraine und Russland  - inflation.,Gründe der Inflation,kausales Inflationsnarrativ
698,"Kriege mit NATO/USA Beteiligung , Globale Finanzeliten nutzen die künstlich herbeigeführte Inflation um ihre Kriege zu finanzieren , Drucken von Geld - Hängen alle zusammen. Hauptverantwortlich für die Weltweite Inflation sind Wallstreet Bänker und das World Economic Forum. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
699,"Preise steigen überall , Zuviele Abgaben  - Arbeiter müssen auf alles mehr Steuern zahlen. Damit die Bürgergeldempfänger und Flüchtlinge alles bekommen. Wer arbeitet, zahlt. Der Rest bekommt alles umsonst. Für mich ungerecht der arbeitenden Bevölkerung.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
700,Vertrauensw - Vertrauenswürdig. steigende Kosten - inflation.,Keine sinnvolle Antwort,Gründe der Inflation
701,"Corona Pandemie, Einwnderung, Gier - sehr - inflation.",Gründe der Inflation,Gründe der Inflation
702,"Höhere Steuerlast, Steigende Energiepreise, Mindestlohnerhöhung, Steigende Sozialabgaben - Steuern, trotz Erhöhung nicht mehr Geld, da hohe Steuern, Sozialabgaben, Versicherungen teurer werden. Kaufkraft sinkt, sinkt die Steuern, wird alles teurer, steigen die Preise für Energie, Lohnkosten, Materialmüssen Händler die Waren teurer machen um nicht insolvent zu gehen. Die Menschen haben trotz Erhöhung nicht mehr Geld, da hohe Steuern, Sozialabgaben, Versicherungen teurer werden. Kaufkraft sinkt, sinkt die Steuern, die Lohnkosten, die Waren teurer machen und nicht insolvent zu gehen. Die Menschen haben trotz Erhöhung nicht mehr Geld, da hohe Steuern, Sozialabgaben, Versicherungen teurer werden. Kaufkraft sinkt, die nicht mehr kosten, die nicht mehr kosten, die nicht kosten, die nicht kosten. - inflation.",kausales Inflationsnarrativ,MISSING
703,"Krieg, Resourcenkmappheit - Weil die Kosten höher werden. Auch hierbei die Spiritisten und der Transport. Krieg bringen Engpässe und Probleme. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
704,"2.8, 3.6 - Alles hängt mit allem zusammen... - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
705,"Erhöhte Produktionskosten durch gestiegene Rohstoffpreise., Expansion der Geldmenge durch staatliche Unterstützungsmaßnahmen. - Schließlich führt die expansive Geldpolitik, die zur Unterstützung der Wirtschaft während der Krise eingeführt wurde, zu einer erhöhten Geldmenge, was ebenfalls inflationäre Tendenzen verstärken kann. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
706,"Krieg in der Ukraine, Wirtschaftskrise, niedriges Bruttosozialprodukt, politische Schwankungen, geringe Kaufkraft - politische und wirtschaftliche Lage sind eng miteinander verbunden - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
707,"Wirtschaftsflaute während Corona, Aufholen der Coronazeit - Direkt. Das eine ist die Ursache, das andere die Folge. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
708,"1, 1, 2, 4, 5 - Hallo Herr Doktor Müller vielen lieben herzlichen Glückwunsch zu deinem heutigen Ehrentag wünsche wünsche Ihnen Ihnen viel viel Glück Glück Gesundheit Gesundheit Zufriedenheit  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
709,"Ukraine Krieg mit Folgen für die Energieversprgumg, Covid Epidemie folgen - Ukraine Konflikt und vovid Nachwirkungen hängen nicht zusammen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
710,"corona, energie - angebot und nachfrage - inflation.",Gründe der Inflation,Gründe der Inflation
712,Krieg  - Krieg treibt Preise nach oben. Die Energie ist teurer. Damit werden auch Lebensmittel teurer.  - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
713,Corona - Hoher Preisanstieg  - inflation.,Gründe der Inflation,Gründe der Inflation
714,"Hochwertige , Moderne , Freundliche  - Freundliche  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
715,"Wirtschaft  - Wenn die Wirtschaft nicht wachsen kann, kann auch der Einzelhandel nicht weiter wachsen. Folglich muss der Einzelhandel seine Preise erhöhen.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
716,"Ukraine , Gehaltserhöhung  - In meinen Augen ist es eine Preisspirale. Höhere Preise bedingen höhere Löhne. Diese höheren Löhne bedingen dann wiederum höhere Preise. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
717,"Ukrainekrieg, Verteuerung energie, Ampel - Aufgrund des Krieges wurde Energie sehr teuer und die ampel Regierung hat falsche weichen gestellt.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
718,"Krieg in der Ukraine , Wachsende Rohstoffpreise , Hohe Energiekosten für die Wirtschaft , Rückgang von Investitionen , Bankrott von großen, mittleren Wirtschaftsbetrieben - Innen auf. . Es handelt sich um eine Abwärtsspirale in der Wirtschaft. Aufgrund der wachsenden Produktionskosten ziehen sich viele Unternehmen und Investitionen aus dem Wirtschaftskreislauf zurück und überlassen die Sättigung des Marktes den Billiglohnländern. Diese wiederum überschwemmen den Markt mit qualitativ niederen Produkten und weichen die Wirtschaft auf diese Weise von innen auf. . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
719,"	1.	Energiekrise durch den Ukraine-Krieg 	2.	Unterbrochene globale Lieferketten 	3.	Hohe Nachfrage nach der Pandemie, 4.	Steigende Lebensmittelpreise durch gestörte Exporte 	5.	Expansive Geldpolitik der Zentralbanken - qualitativ ‎hängen ‎genannten ‎Faktoren ‎miteinander ‎Bitte ‎3-5 ‎vollständigen ‎Sätzen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
720,"Geopolitical tensions, Energy price fluctuation, imbalance between supply and demand, Global supply shock, Monetary policy and fiscal policy - Rising energy prices can further push up the cost of production and living, adding to inflationary pressures. Geopolitical tensions, especially conflicts involving energy producing countries, can directly affect energy supplies and lead to volatile energy prices. Rising energy prices can further push up the cost of production and living, adding to inflationary pressures. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
721,"Zu viel Geld wird gedruckt, Herstellerkosten gestiegen, Transportierten gestiegen - Es ist ein Zusammenspiel mehrerer faktoren - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
722,Gut - Gut - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
723,"Laxe Geldpolitik , Ungleichgewicht zwischen Angebot und Nachfrage , Teuerung der Nahrungsmittel , Politiker  - Zum einen kann die Ursache im monetären Bereich (Monetarismus) liegen, vor allem bei der im Umlauf befindlichen Geldmenge, zum anderen kann die Ursache in Ungleichgewichten zwischen Angebot und Nachfrage auf den Gütermärkten liegen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
724,"Wirtschaftliche , Umwelt  - Was machst denn heute noch schönes mit deiner Familie oder hast dich noch gar nichts getan für die Schule und du bist auch nicht in die Arbeit  - inflation.",Keine sinnvolle Antwort,Gründe der Inflation
725,"Nachwirkung von Corona, Ergebnis der Politik unserer Regierung - Aufeinandertreffen unglücklicher Geschehnisse - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
